Domain,Vertical,AF Lev.1,AF Lev.2,Rephrased Function Name,Function ID,UID
Customer Domain,Billing,Customer Financial Management,Payment Management,Deposit Management,33,2524
Customer Domain,Billing,Customer Financial Management,Payment Management,Collection Payment Agreement Monitoring,153,2525
Customer Domain,Billing,Invoice Management,Invoicing,Billing Administration,316,2530
Customer Domain,Billing,Invoice Management,Invoicing,Invoice Tax Calculation,329,2531
Customer Domain,Billing,Invoice Management,Invoicing,Billing Management Integration,399,2532
Customer Domain,Billing,Invoice Management,Invoicing,Billing Cycle Coordination,1337,2533
Customer Domain,Billing,Customer Financial Management,Payment Management,Financial Institution Reconciliation,325,2542
Customer Domain,Billing,Customer Financial Management,Payment Management,Financial Institution Payment Authorization Linking,326,2543
Customer Domain,Billing,Customer Financial Management,Payment Management,Payment Details Access,327,2544
Customer Domain,Billing,Customer Financial Management,Payment Management,Financial Institution Security Verification,328,2545
Customer Domain,Billing,Customer Financial Management,Payment Management,Customer Support Invoice Payment,936,2546
Customer Domain,Billing,Customer Financial Management,Payment Management,Customer Support Prepaid Recharge Payment,937,2547
Customer Domain,Fulfillment,Customer Order Management,Customer Order Repository Management,Customer Ordering External Access,265,2587
Customer Domain,Operations Readiness & Support,Customer Information Support,Personalize Customer Interaction,Customer Treatment Decision Automation,201,2590
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Single Point of Contact Access,385,2606
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Virtual Network Operator Brand Personalization,404,2626
Customer Domain,Billing,Customer Financial Management,Loan Management,Loan Underwriting,1253,2855
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Partner Account Creation and Management,655,2874
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Collaboration Blogging,706,2904
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Collaboration Calendar Coordination,707,2905
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Collaboration Document Storage,708,2906
Customer Domain,Fulfillment,Customer Order Management,Customer Order Quotation,Customer Order Quote Calculation,1109,3051
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Operations Portal Server Support,731,3055
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Care-Center Efficiency Support,732,3056
Customer Domain,Billing,Invoice Management,Dunning,Collection Agent Reassigning,130,3258
Customer Domain,Billing,Invoice Management,Dunning,Collection Information Retrieval,131,3259
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Access Path Procurement,938,3260
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Partner Workflow Creation,1054,3395
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Partner Workflow Configuration,1055,3396
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Partner Workflow Execution,1056,3397
Customer Domain,Operations Readiness & Support,Customer Information Support,Customer Information Management,Customer Details Management,225,3411
Customer Domain,Fulfillment,Customer Order Management,Voucher Activation Management,Voucher Activation,1112,3418
Customer Domain,Operations Readiness & Support,Customer Information Support,Collect and Qualify Customer Information,Customer Observations Inference Analyzing,94,3534
Customer Domain,Operations Readiness & Support,Customer Behavior Management,Customer Behavior Tracking,Customer Digital Interaction Tracking,1107,3539
Customer Domain,Fulfillment,Customer Order Management,Customer Order Delivery Preparation,Order Preparation,1203,3544
Customer Domain,Fulfillment,Customer Order Management,Customer Order Completion,Product Order Data Collection,181,3552
Customer Domain,Fulfillment,Customer Order Management,Customer Order Completion,Customer Order Entry Finalization,204,3553
Customer Domain,Assurance,Customer Problem Support,Customer Case Workflow Management,Case Jeopardy Escalation,102,3558
Customer Domain,Billing,Invoice Management,Billing Account Administration,Charge To Billing Account Distribution,70,3565
Customer Domain,"Assurance,Billing,Fulfillment",Customer Loyalty and Retention,Customer Value Management,Customer Value Segmentation,1120,3572
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Customer Request Management,Customer Request Qualification,1275,3577
Customer Domain,Billing,Invoice Management,Billing Account Administration,Charge To Billing Account Identification,69,3621
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Customer Interaction Management,Contact Channel Work Assigning,162,3627
Customer Domain,Strategy Management,Customer Strategic Analysis,Customer Loyalty and Retention Analysis,Customer Relationship Analysis,1343,3742
Customer Domain,Business Value Development,Customer Behavior Development,Customer Risk Mitigation Definition,Customer Risk Mitigation Scenario Definition,1104,3744
Customer Domain,Operations Readiness & Support,Customer Information Support,Collect and Qualify Customer Information,Customer Probable Behavior Determining,95,3745
Customer Domain,Operations Readiness & Support,Customer Information Support,Collect and Qualify Customer Information,Customer Registration,121,3746
Customer Domain,Operations Readiness & Support,Customer Information Support,Customer Information Management,Customer Information Presentation,282,3747
Customer Domain,Operations Readiness & Support,Customer Behavior Management,Customer Behavior Tracking,Customer Behavior Tracking,1108,3748
Customer Domain,Fulfillment,Customer Order Management,Customer Order Repository Management,Customer Order Activity Supervision,211,3751
Customer Domain,Fulfillment,Customer Order Management,Customer Order Eligibility Validation,Product Offer to Customer Verification,727,3753
Customer Domain,Fulfillment,Customer Order Management,Customer Order Completion,Order Data Enrichment,716,3755
Customer Domain,Fulfillment,Customer Order Management,Customer Order Validation,Customer Order Cancellation,209,3756
Customer Domain,Fulfillment,Customer Order Management,Customer Order Orchestration,Customer Order Work Item Decomposition,724,3757
Customer Domain,Assurance,Customer Problem Support,Customer Case Workflow Management,Case Transferring,104,3758
Customer Domain,Assurance,Customer Problem Support,Customer Case Workflow Management,Case Workflow Sequencing,108,3759
Customer Domain,Billing,Customer Financial Management,Loan Management,Loan Collateral Association,1254,3761
Customer Domain,Billing,Customer Financial Management,Loan Management,Loan Payments Reconciliation,1255,3762
Customer Domain,Billing,Customer Financial Management,Bill Dispute,Customer Support Bill and Dispute Access,170,3763
Customer Domain,Billing,Customer Financial Management,Payment Management,Collection Payment Planning,156,3764
Customer Domain,Billing,Invoice Management,Dunning,Start/Stop of Account Collection Treatment,132,3765
Customer Domain,Billing,Invoice Management,Billing Account Administration,Billing Account Prepaid Automatic Replenishment,71,3767
Customer Domain,Billing,Invoice Management,Invoicing,Balance Statement Data Retrieval,64,3768
Customer Domain,"Assurance,Billing,Fulfillment",Customer Loyalty and Retention,Loyalty Program Management,Loyalty Program Monitoring,1296,3769
Customer Domain,"Assurance,Billing,Fulfillment",Customer Loyalty and Retention,Loyalty Program Management,Loyalty Program Performance Assessment,1297,3770
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Customer Interaction Management,Customer Support Collaboration Access,165,3773
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Customer Interaction Management,Voice Channel Contact Routing,168,3774
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Customer Context Management,Customer Support Guiding,281,3775
Customer Domain,Strategy Management,Customer Strategic Analysis,Customer Experience Analysis,Customer Experience Coordination,161,3918
Customer Domain,Strategy Management,Customer Strategic Analysis,Customer Loyalty and Retention Analysis,Loyalty and Retention Management Support,194,3919
Customer Domain,Strategy Management,Customer Strategic Analysis,Customer Behavior Analysis,Recommended Action Result Analysis,241,3920
Customer Domain,Business Value Development,Customer Behavior Development,Dunning Scenario Definition,Dunning Scenario Specification Design,1273,3921
Customer Domain,Business Value Development,Customer Behavior Development,Customer Risk Mitigation Definition,Customer Risk Profile Definition,1103,3922
Customer Domain,Business Value Development,Customer Behavior Development,Customer Billing Definition,Billing Specification Definition,1105,3923
Customer Domain,Operations Readiness & Support,Customer Information Support,Collect and Qualify Customer Information,Customer Profile Updating,91,3924
Customer Domain,Operations Readiness & Support,Customer Information Support,Customer Information Management,Customer Preferences Administration,226,3925
Customer Domain,Operations Readiness & Support,Customer Information Support,Personalize Customer Interaction,Interaction Channel Identification,1117,3927
Customer Domain,Operations Readiness & Support,Customer Behavior Management,Customer Behavior Tracking,Customer Direct Interaction Tracking,1106,3928
Customer Domain,Fulfillment,Customer Order Management,Customer Order Repository Management,Ordering Customer Order Error Resolution,174,3929
Customer Domain,Fulfillment,Customer Order Management,Customer Order Quotation,Customer Order Quote Creation,1110,3930
Customer Domain,Fulfillment,Customer Order Management,Customer Order Completion,Customer Order Take-over Management,177,3931
Customer Domain,Fulfillment,Customer Order Management,Customer Order Change Management,Customer Order Change Management,208,3932
Customer Domain,Fulfillment,Customer Order Management,Customer Order Validation,Customer Order Validation,718,3933
Customer Domain,Fulfillment,Customer Order Management,Customer Order Orchestration,Customer Order Orchestration,214,3934
Customer Domain,Fulfillment,Customer Order Management,Voucher Activation Management,Voucher Validity Check,1111,3935
Customer Domain,Assurance,Customer Problem Support,Customer Assistance,Customer Problem Validation,220,3936
Customer Domain,Billing,Customer Financial Management,Loan Management,Loan Information Management,1252,3937
Customer Domain,Billing,Customer Financial Management,Bill Dispute,Bill Dispute Initiation,37,3938
Customer Domain,Billing,Customer Financial Management,Payment Management,Advance Payment Acceptance,30,3939
Customer Domain,Billing,Invoice Management,Dunning,Collection Automation,129,3940
Customer Domain,Billing,Invoice Management,Risk Mitigation Measures Enforcement,Risk Mitigation Threshold Calculation,1113,3941
Customer Domain,Billing,Invoice Management,Invoicing,Billing Initialization,32,3942
Customer Domain,"Assurance,Billing,Fulfillment",Customer Loyalty and Retention,Loyalty Program Management,Loyalty Program Strategy Definition,1294,3943
Customer Domain,"Assurance,Billing,Fulfillment",Customer Loyalty and Retention,Customer Risk Management,Customer Credit Risk Management,188,3944
Customer Domain,"Assurance,Billing,Fulfillment",Customer Loyalty and Retention,Personalize Customer Profile,Customer Relationship Personalization,1116,3945
Customer Domain,"Assurance,Billing,Fulfillment",Customer Loyalty and Retention,Customer Value Management,New Customer Scoring Prediction,1119,3946
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Customer Interaction Management,Customer Behavior Tracking,93,3947
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Customer Context Management,Recommendation to Customer Notification,239,3948
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Queue Management,Customer Interaction Progress Management,1122,3949
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Customer Request Management,Customer Request Information Capture,1274,3950
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Work Item Decomposition,970,4066
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Work Item Decomposition Configuration,971,4067
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Work Item Execution,977,4068
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Work Item Orchestration Instance Lifecycle Management,972,4069
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Work Item Policy Control Configuration,994,4070
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Work Item Sequence Control,973,4071
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Work Item Sequence Control Configuration,974,4072
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Work Item Sequence Execution,975,4073
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Work Item Sequence Execution Configuration,976,4074
Customer Domain,Business Value Development,Customer Information Specification Management,Customer Information Specification Development,Customer Value Profiling Design,230,4075
Customer Domain,Fulfillment,Customer Order Management,Customer Order Eligibility Validation,Customer Order Eligibility Validation,205,4076
Customer Domain,Assurance,Customer Problem Support,Customer Case Workflow Management,Case Workflow Creation,101,4077
Customer Domain,Billing,Invoice Management,Billing Account Administration,Charges to Billing Statement Identification,68,4078
Customer Domain,Fulfillment,Customer Order Management,Customer Order Delivery Preparation,Delivery Items Identification,1202,4114
Service Domain,Operations Readiness & Support,Service Management,Service Reconciliation,Manual Service Reconciliation Support,1216,2013
Service Domain,Operations Readiness & Support,Service Management,Service Delivery Management,Service Delivery Operation,1312,2015
Service Domain,Operations Readiness & Support,Service Management,Service Delivery Management,Service Delivery Information Management,1313,2016
Service Domain,Fulfillment,Service Order Management,Service Availability,Service Parameters Reservation,592,2017
Service Domain,Fulfillment,Service Order Management,Service Order Repository Management,Service order Storage,594,2018
Service Domain,Fulfillment,Service Order Management,Service Order Repository Management,Service Order Tracking,599,2019
Service Domain,Operations Readiness & Support,Service Test Management,Service Test Analysis,Service Diagnostic and Test Analysis,1189,2104
Service Domain,Strategy Management,Service Analysis,Service Quality and Performance Analysis,Service Performance Data Analyzing,602,2135
Service Domain,Fulfillment,Service Configuration & Activation,Service Configuration,Cross Services Dependencies Configuration,589,2563
Service Domain,Capability Management,Service Capability Management,Service Deployment and Retirement,Service Deployment and Retirement,1151,2731
Service Domain,Operations Readiness & Support,Service Management,Service Usage Analysis,Service Usage Analysis,1191,2735
Service Domain,Business Value Development,Service Specification Development,Service Specification Design,New Service Catalog Updating (Deleted),567,2789
Service Domain,Operations Readiness & Support,Service Management,Service Repository Management,Service to Resource Relationship Synchronization,629,2796
Service Domain,Business Value Development,Service Test Specification Development,Service Test Policy Management,Service End to End Testing Configuration,578,2797
Service Domain,Operations Readiness & Support,Service Test Management,Service Test Conducting,Service Problem Test Initiation,609,2798
Service Domain,Fulfillment,Service Order Management,Service Order Orchestration,Service Order Orchestration,598,2803
Service Domain,Fulfillment,Service Configuration & Activation,Service Configuration,Service Configuration,590,2804
Service Domain,Fulfillment,Service Order Management,Service Order Orchestration,Service Task Item Decomposition,963,2807
Service Domain,Fulfillment,Service Order Management,Service Order Delivery Preparation,Service Order Needs Identification,1217,2809
Service Domain,Fulfillment,Service Order Management,Service Order Orchestration,Service Work Item Sequence Execution,968,2810
Service Domain,Fulfillment,Service Order Management,Service Order Completion,Service Order Completion,595,2811
Service Domain,Fulfillment,Service Order Management,Service Order Orchestration,Service Orchestration Configuration,588,2813
Service Domain,Fulfillment,Service Order Management,Service Order Initialization,Service Order Request Consistency Check,1219,2814
Service Domain,Fulfillment,Service Order Management,Service Order Orchestration,Service Data Collection,734,2815
Service Domain,Fulfillment,Service Order Management,Service Order Orchestration,Service Work Item Sequence Execution Configuration,969,2817
Service Domain,Fulfillment,Service Order Management,Service Order Orchestration,Service Parameters Allocation,591,2818
Service Domain,Fulfillment,Service Order Management,Service Order Initialization,Service Delivery Due Date Calculation,571,2819
Service Domain,Strategy Management,Service Analysis,Service Quality and Performance Analysis,Service Quality Analyzing,631,2820
Service Domain,Strategy Management,Service Analysis,Service Quality and Performance Analysis,Service Quality Correlation,635,2821
Service Domain,Assurance,Service Quality and Performance Management,Service Quality and Performance Repository Management,Service Quality Reporting,624,2822
Service Domain,Strategy Management,Service Analysis,Service Quality and Performance Analysis,Service Quality Comparison,633,2823
Service Domain,Billing,Service Usage Management,Service Usage Guiding,Service Usage Assignment,1150,2824
Service Domain,Assurance,Service Quality and Performance Management,Service Quality and Performance Repository Management,Service Problem Monitoring Model Data Definition,954,2825
Service Domain,Operations Readiness & Support,Service Test Management,Service Test Conducting,Service End to End Test Results Analyzing,580,2826
Service Domain,Strategy Management,Service Analysis,Service Quality and Performance Analysis,Service Quality Improvement Analyzing,619,2827
Service Domain,Assurance,Service Problem Management,Service Problem Repository Management,Service Problem Tracking & Management,615,2830
Service Domain,Assurance,Service Problem Management,Service Problem Resolution,Service Assurance Control Calculation,979,2833
Service Domain,Assurance,Service Problem Management,Service Problem Resolution,Service Assurance Trouble Mitigation,980,2834
Service Domain,Assurance,Service Quality and Performance Management,Service Quality and Performance Repository Management,Service Problem Monitoring Model Data Integration,955,2839
Service Domain,Business Value Development,Service Specification Development,Service Specification Design,Service Task Item Policy Control Configuration,995,2840
Service Domain,Assurance,Service Quality and Performance Management,Service Quality and Performance Repository Management,Service Problem Messages Monitoring,982,2841
Service Domain,Business Value Development,Service Quality and Performance Development,Service Quality Development,Service Quality Indicator Development (Deleted),623,2842
Service Domain,Assurance,Service Quality and Performance Management,Service Quality and Performance Repository Management,Service Problem Correction Reporting,984,2843
Service Domain,Fulfillment,Service Configuration & Activation,Service Activation,Mass Service Pre-activation,342,2845
Service Domain,Operations Readiness & Support,Service Management,Service Repository Management,Service Topology Discovery,1344,2847
Service Domain,Operations Readiness & Support,Service Management,Service Repository Management,Service Repository Updating,593,2849
Service Domain,Strategy Management,Service Analysis,Service Quality and Performance Analysis,Service Assurance Deviation Monitoring,978,2850
Service Domain,Assurance,Service Problem Management,Service Problem Repository Management,Service Problem Automatic Correction,612,2851
Service Domain,Strategy Management,Service Analysis,Service Quality and Performance Analysis,Service Problem to Topology Correlation,1068,2852
Service Domain,Strategy Management,Service Analysis,Service Quality and Performance Analysis,Service Quality Trend Analyzing,634,2853
Service Domain,Fulfillment,Service Order Management,Service Availability,Service Availability Validation,586,3057
Service Domain,Operations Readiness & Support,Service Management,Service Repository Management,Service Instance Lifecycle Management,965,3286
Service Domain,Operations Readiness & Support,Service Management,Service Impact Assessment,Service Impact Identification,1139,3287
Service Domain,Assurance,Service Quality and Performance Management,Service Quality and Performance Repository Management,Service Performance Data Collection,603,3300
Service Domain,Assurance,Service Problem Management,Service Problem Policy Management,Service Problem Resolution Design,1144,3302
Service Domain,Assurance,Service Quality and Performance Management,Service Quality and Performance Supervision,Service Performance Monitoring,605,3304
Service Domain,Strategy Management,Service Analysis,Service Quality and Performance Analysis,Service Root Problem Analyzing,608,3319
Service Domain,Business Value Development,Service Specification Development,Service Specification Design,Service Specification Repository Management,1081,3334
Service Domain,Assurance,Service Problem Management,Service Problem Policy Management,Service Problem Diagnostic Design,1143,3407
Service Domain,Assurance,Service Quality and Performance Management,Service Quality and Performance Repository Management,Service Performance Reporting,606,3408
Service Domain,Strategy Management,Service Strategy Management,Service Strategy Design and Planning,Service Strategy Planning,1198,3652
Service Domain,Capability Management,Service Capability Management,Service Test Resource Check,Service Test Operation Control,625,3659
Service Domain,Business Value Development,Service Quality and Performance Development,Service Performance Development,Service Problem Monitoring Model Definition,952,3664
Service Domain,Business Value Development,Service Specification Development,Service Specification Design,Service Specification Change Auditing,1080,3670
Service Domain,Business Value Development,Service Test Specification Development,Service Test Policy Management,Service Test Specification and Scenario Management,1136,3676
Service Domain,Business Value Development,Service Test Specification Development,Service Test Policy Management,Service Test Result Analysis Policy Configuration,566,3679
Service Domain,Business Value Development,Service Test Specification Development,Service Test Policy Management,Service Testing Rules Management,573,3680
Service Domain,Operations Readiness & Support,Service Management,Service Repository Management,Service Data Retrieval,576,3684
Service Domain,Operations Readiness & Support,Service Management,Service Repository Management,Onboarded Service Integration Configuration,964,3685
Service Domain,Operations Readiness & Support,Service Management,Service Audit,Customer Facing Service and Network Equipment Comparison,1214,3688
Service Domain,Operations Readiness & Support,Service Test Management,Service Test Conducting,Automated Service Test Invocation,581,3695
Service Domain,Assurance,Service Problem Management,Service Trouble Analysis,Service Problem Diagnose Supporting,1145,3698
Service Domain,Assurance,Service Problem Management,Service Trouble Tracking and Business Value Development,Service Trouble Grouping,1148,3700
Service Domain,Strategy Management,Service Strategy Management,Service Strategy Design and Planning,Service Strategy Design,1197,3809
Service Domain,Strategy Management,Service Analysis,Service Quality and Performance Analysis,Service Performance Root Cause Analyzing,601,3811
Service Domain,Strategy Management,Service Analysis,Service Quality and Performance Analysis,Service Performance Event Correlation,604,3812
Service Domain,Business Value Development,Service Specification Development,Service Specification Design,Technical Solution Design,1085,3815
Service Domain,Business Value Development,Service Specification Development,Service Specification Design,Know-How Specification Design,1084,3816
Service Domain,Business Value Development,Service Test Specification Development,Service Test Policy Management,Service End to End Test Scheduling,577,3817
Service Domain,Business Value Development,Service Test Specification Development,Service Test Policy Management,Service Test Reporting Rules Management,1138,3818
Service Domain,Operations Readiness & Support,Service Management,Service Repository Management,Service to Resource Relationship Management,628,3820
Service Domain,Operations Readiness & Support,Service Test Management,Service Test Conducting,Manual Service Test Invocation,582,3823
Service Domain,Fulfillment,Service Configuration & Activation,Service Activation,Service Configuration Activation,585,3825
Service Domain,Fulfillment,Service Order Management,Service Availability,Technical Solution Cost Calculation,1233,3829
Service Domain,Fulfillment,Service Order Management,Service Order Initialization,Internal Service Order Initialization,1220,3830
Service Domain,Fulfillment,Service Order Management,Service Order Orchestration,Service Order Transfer Supervision,596,3832
Service Domain,Fulfillment,Service Order Management,Service Technical Solution Identification,Service Termination Points Determining,632,3833
Service Domain,Assurance,Service Problem Management,Service Problem Repository Management,Service Problem Receiving,613,3834
Service Domain,Assurance,Service Problem Management,Service Problem Repository Management,Service Problem Reporting,614,3835
Service Domain,Assurance,Service Problem Management,Service Problem Resolution,Service Problem Manual Correction Support,1067,3836
Service Domain,Assurance,Service Quality and Performance Management,Service Quality and Performance Repository Management,Service Quality Data Sources Establishing,622,3838
Service Domain,Strategy Management,Service Strategy Management,Service Strategy Design and Planning,Service Test Strategy Management,627,3983
Service Domain,Strategy Management,Service Analysis,Service Diagnostic and Test Relevance Quality Loop,Service Diagnostic and Test Improvement,1190,3984
Service Domain,Strategy Management,Service Analysis,Service Quality and Performance Analysis,Service Performance Data Analyzing,572,3985
Service Domain,Capability Management,Service Capability Management,Service Deployment and Retirement,Service Deployment Constraint Management,1152,3986
Service Domain,Business Value Development,Service Quality and Performance Development,Service Performance Development,Service Problem Monitoring Model Establishing,953,3988
Service Domain,Business Value Development,Service Quality and Performance Development,Service Quality Development,Service Quality Model Definition,621,3989
Service Domain,Business Value Development,Service Specification Development,Service Specification Design,Service Specification to Supplier Product Specification Relationship Design,1086,3990
Service Domain,Business Value Development,Service Specification Development,Technical Solution Policy Management,Technical Solution Policy Design,1135,3991
Service Domain,Business Value Development,Service Test Specification Development,Service Test Policy Management,Service Test Rules Management,1137,3992
Service Domain,Operations Readiness & Support,Service Management,Service Repository Management,Service-Resource Relationship Management Notifications,630,3993
Service Domain,Operations Readiness & Support,Service Management,Service Impact Assessment,Service Impact Resolution Management,1140,3994
Service Domain,Operations Readiness & Support,Service Management,Service Reconciliation,Automatic Service Reconciliation,1215,3995
Service Domain,Operations Readiness & Support,Service Test Management,Service Test Analysis,Service Problem Test Analyzing,607,3996
Service Domain,Operations Readiness & Support,Service Test Management,Service Test Conducting,Service End to End Testing,579,3997
Service Domain,Operations Readiness & Support,Service Test Management,Service Test Reporting,Service Test Results Reporting,575,3998
Service Domain,Operations Readiness & Support,Service Test Management,Service Test Repository Management,Service Testing Management,626,3999
Service Domain,Fulfillment,Service Configuration & Activation,Service Configuration,Solution Services Design Management,570,4000
Service Domain,Fulfillment,Service Order Management,Service Order Delivery Preparation,Service Order Decomposition,733,4001
Service Domain,Fulfillment,Service Order Management,Service Availability,Service Feasibility Checking,319,4002
Service Domain,Fulfillment,Service Order Management,Service Order Completion,Service Order Validation,600,4003
Service Domain,Fulfillment,Service Order Management,Service Order Initialization,Service Order Initiation,1061,4004
Service Domain,Fulfillment,Service Order Management,Service Order Repository Management,Activation Notification,583,4005
Service Domain,Fulfillment,Service Order Management,Service Order Orchestration,Service Activation Planning,584,4006
Service Domain,Fulfillment,Service Order Management,Installed Resources Identification,Installed Resources Identification,1141,4007
Service Domain,Fulfillment,Service Order Management,Service Technical Solution Identification,Access Provider Selection,735,4008
Service Domain,Assurance,Service Problem Management,Service Problem Repository Management,Service Problem Configuration Verification,611,4009
Service Domain,Assurance,Service Problem Management,Service Problem Resolution,Service Problem Prioritization,610,4010
Service Domain,Assurance,Service Problem Management,Service Problem Policy Management,Service Problem Types and Rules Design,1142,4011
Service Domain,Assurance,Service Problem Management,Service Trouble Analysis,Service Problem Resolution,1146,4012
Service Domain,Assurance,Service Problem Management,Service Trouble Tracking and Business Value Development,Service Trouble Lifecycle Management,1147,4013
Service Domain,Assurance,Service Quality and Performance Management,Service Performance Management,Service Performance Planning,1345,4014
Service Domain,Assurance,Service Quality and Performance Management,Service Quality and Performance Repository Management,Service Quality Collection & Monitoring,620,4015
Service Domain,Assurance,Service Quality and Performance Management,Service Quality and Performance Supervision,Service Problem SLA Monitoring,983,4016
Service Domain,Billing,Service Usage Management,Service Usage Guiding,Service Usage Identification,1149,4017
Service Domain,Capability Management,Service Capability Management,Service Test Resource Check,Service Test Resources Availability Management,574,4103
Service Domain,Fulfillment,Service Configuration & Activation,Service Activation,Service Activation,341,4104
Service Domain,Operations Readiness & Support,Service Management,Service Audit,Customer Facing Service and Service Platforms Comparison,1213,4105
Service Domain,Operations Readiness & Support,Service Management,Service Delivery Management,Service Delivery Control,1311,4106
Service Domain,Operations Readiness & Support,Service Management,Service Usage Analysis,Service Usage Forecast,1192,4111
Resource Domain,Business Value Development,Supply Chain Development,Stock Item Management,Stock Item Correlation Definition,1222,2020
Resource Domain,Fulfillment,Resource Order Management,Resource Order Initialization,Internal Resource Order Initialization,1224,2022
Resource Domain,Assurance,Resource Trouble Management,Resource Trouble Repository Management,Resource Trouble Grouping,1225,2024
Resource Domain,Assurance,Resource Trouble Management,Resource Trouble Repository Management,Resource Trouble Lifecycle Management,1226,2025
Resource Domain,Assurance,Resource Trouble Management,Resource Trouble Ticket Management,Resource Trouble Assignment Coordination,1227,2026
Resource Domain,Strategy Management,Resource Strategic Analysis,Resource Diagnostic and Test Quality Loop,Resource Diagnostic and Test Analysis,1155,2044
Resource Domain,Operations Readiness & Support,Resource Management,Resource Mediation,Resource Data Pattern Recognition,466,2048
Resource Domain,Capability Management,Network Development,Network Planning and Building,Network Planning Handoff Support,1264,2057
Resource Domain,Capability Management,Network Development,Network Planning and Building,Network Space and Power Management,1265,2058
Resource Domain,Capability Management,Network Development,Network Access Management,Network Access Planning,1267,2061
Resource Domain,Capability Management,Network Development,Network Change Management,Network Change Lifecycle Tracking,1284,2063
Resource Domain,Capability Management,Network Development,Network Change Management,Network Change Information Management,1285,2064
Resource Domain,Assurance,Network Performance Management,Network Capacity Management,Network Capacity Planning,1269,2065
Resource Domain,Assurance,Network Performance Management,Network Capacity Management,Network Capacity Tuning,1270,2066
Resource Domain,Capability Management,Network Development,Network Change Management,Network Change Verification and Closure,1287,2077
Resource Domain,Capability Management,Network Development,Network Change Management,Network Change Reporting,1288,2078
Resource Domain,Fulfillment,Resource Provisioning,Resource Provisioning Design,Resource Provisioning Physical Design,1351,2082
Resource Domain,Assurance,Network Performance Management,Network Traffic Management,Network Traffic Control,1290,2083
Resource Domain,Assurance,Resource Trouble Management,Resource Trouble Ticket Management,Resource Problem Reception,1347,2137
Resource Domain,Assurance,Resource Trouble Management,Resource Trouble Ticket Management,Resource Problem Tracking and Management,1348,2138
Resource Domain,Fulfillment,Resource Provisioning,Resource Provisioning Monitoring,Resource Deployment,1244,2140
